region,category,parameter,mode,powertrain,year,unit,value,percentage
Austria,Historical,EV stock,Cars,BEV,2011,Vehicles,990,"99000,00%"
Belgium,Historical,EV stock share,Trucks,EV,2011,percent,400.000.018.999,"40000001899900,00%"
Belgium,Historical,EV stock share,Cars,EV,2011,percent,650.000.013.411,"65000001341100,00%"
Belgium,Historical,EV sales share,Trucks,EV,2011,percent,9.800.000.116.229,"980000011622900,00%"
Belgium,Historical,EV stock share,Vans,EV,2011,percent,13.000.000.268.221,"1300000026822100,00%"
Belgium,Historical,EV sales share,Vans,EV,2011,percent,39.000.000.804.663,"3900000080466300,00%"
Belgium,Historical,EV stock share,Buses,EV,2011,percent,18.999.999.389.052,"1899999938905200,00%"
Belgium,Historical,EV stock,Trucks,BEV,2011,Vehicles,6,"600,00%"
Belgium,Historical,EV sales,Trucks,BEV,2011,Vehicles,1,"100,00%"
Belgium,Historical,EV stock,Cars,PHEV,2011,Vehicles,26,"2600,00%"
Belgium,Historical,EV stock,Cars,FCEV,2011,Vehicles,1,"100,00%"
Belgium,Historical,EV sales share,Cars,EV,2011,percent,52.000.001.072.884,"5200000107288400,00%"
Belgium,Historical,EV sales,Cars,PHEV,2011,Vehicles,16,"1600,00%"
Belgium,Historical,EV stock,Cars,BEV,2011,Vehicles,320,"32000,00%"
Belgium,Historical,EV sales,Cars,BEV,2011,Vehicles,280,"28000,00%"
Belgium,Historical,EV stock,Vans,BEV,2011,Vehicles,79,"7900,00%"
Belgium,Historical,EV sales,Vans,BEV,2011,Vehicles,25,"2500,00%"
Belgium,Historical,EV stock,Buses,BEV,2011,Vehicles,3,"300,00%"
Brazil,Historical,EV sales share,Cars,EV,2011,percent,280.000.007.479,"28000000747900,00%"
Brazil,Historical,EV sales,Cars,BEV,2011,Vehicles,8,"800,00%"
Canada,Historical,EV sales,Trucks,BEV,2011,Vehicles,2,"200,00%"
Canada,Historical,EV stock,Cars,PHEV,2011,Vehicles,300,"30000,00%"
Canada,Historical,EV stock,Trucks,BEV,2011,Vehicles,2,"200,00%"
Canada,Historical,EV sales,Cars,PHEV,2011,Vehicles,300,"30000,00%"
Canada,Historical,EV sales share,Cars,EV,2011,percent,41.000.001.132.488,"4100000113248800,00%"
Canada,Historical,EV stock share,Cars,EV,2011,percent,289.999.996.312,"28999999631200,00%"
Canada,Historical,EV stock share,Trucks,EV,2011,percent,209.999.998.333,"20999999833300,00%"
Canada,Historical,EV stock,Cars,FCEV,2011,Vehicles,5,"500,00%"
Canada,Historical,EV sales,Cars,BEV,2011,Vehicles,220,"22000,00%"
Canada,Historical,EV stock,Cars,BEV,2011,Vehicles,250,"25000,00%"
Canada,Historical,EV sales share,Trucks,EV,2011,percent,179.999.996.908,"17999999690800,00%"
Chile,Historical,EV sales share,Cars,EV,2011,percent,2.400.000.113.994,"240000011399400,00%"
Chile,Historical,EV stock share,Cars,EV,2011,percent,220.000.001.718,"22000000171800,00%"
Chile,Historical,EV charging points,EV,Publicly available fast,2011,charging points,1,"100,00%"
Chile,Historical,EV charging points,EV,Publicly available slow,2011,charging points,1,"100,00%"
Chile,Historical,EV stock,Cars,BEV,2011,Vehicles,6,"600,00%"
Chile,Historical,EV sales,Cars,BEV,2011,Vehicles,6,"600,00%"
China,Historical,Oil displacement Mbd,Buses,EV,2011,Milion barrels per day,239.999.993.937,"23999999393700,00%"
China,Historical,Oil displacement Mbd,Vans,EV,2011,Milion barrels per day,"1,30E+09","129999998534,91%"
China,Historical,Oil displacement Mbd,Cars,EV,2011,Milion barrels per day,110.000.000.859,"11000000085900,00%"
China,Historical,"Oil displacement, million lge",Buses,EV,2011,"Oil displacement, million lge",15,"1500,00%"
China,Historical,"Oil displacement, million lge",Vans,EV,2011,"Oil displacement, million lge",810.000.002.384.186,"81000000238418600,00%"
China,Historical,"Oil displacement, million lge",Cars,EV,2011,"Oil displacement, million lge",669.999.980.926.514,"66999998092651400,00%"
China,Historical,EV stock share,Trucks,EV,2011,percent,769.999.984.186,"76999998418600,00%"
China,Historical,EV stock share,Cars,EV,2011,percent,9.200.000.204.146,"920000020414600,00%"
China,Historical,EV sales share,Cars,EV,2011,percent,34.000.001.847.744,"3400000184774400,00%"
China,Historical,EV stock share,Vans,EV,2011,percent,8.899.999.782.443,"889999978244300,00%"
China,Historical,EV sales share,Vans,EV,2011,percent,16.000.000.759.959,"1600000075995900,00%"
China,Historical,EV stock share,Buses,EV,2011,percent,119.999.997.317.791,"11999999731779100,00%"
China,Historical,EV sales share,Buses,EV,2011,percent,529.999.971.389.771,"52999997138977100,00%"
China,Historical,EV stock,Trucks,BEV,2011,Vehicles,120,"12000,00%"
China,Historical,EV stock,Cars,PHEV,2011,Vehicles,660,"66000,00%"
China,Historical,EV sales,Cars,PHEV,2011,Vehicles,320,"32000,00%"
China,Historical,EV stock,Cars,BEV,2011,Vehicles,6300,"630000,00%"
China,Historical,EV stock,Buses,BEV,2011,Vehicles,4100,"410000,00%"
China,Historical,EV sales,Buses,PHEV,2011,Vehicles,160,"16000,00%"
China,Historical,EV sales,Buses,BEV,2011,Vehicles,440,"44000,00%"
China,Historical,EV stock,Vans,BEV,2011,Vehicles,700,"70000,00%"
China,Historical,EV sales,Vans,BEV,2011,Vehicles,150,"15000,00%"
China,Historical,EV stock,Buses,PHEV,2011,Vehicles,160,"16000,00%"
China,Historical,EV sales,Cars,BEV,2011,Vehicles,4800,"480000,00%"
China,Historical,Electricity demand,Buses,EV,2011,GWh,110,"11000,00%"
China,Historical,Electricity demand,Vans,EV,2011,GWh,2.5,"4541400,00%"
China,Historical,Electricity demand,Cars,EV,2011,GWh,120,"12000,00%"
Denmark,Historical,EV stock,Vans,BEV,2011,Vehicles,29,"2900,00%"
Denmark,Historical,EV sales,Vans,BEV,2011,Vehicles,23,"2300,00%"
Denmark,Historical,EV stock,Cars,PHEV,2011,Vehicles,20,"2000,00%"
Denmark,Historical,EV stock,Cars,BEV,2011,Vehicles,480,"48000,00%"
Denmark,Historical,EV sales,Cars,BEV,2011,Vehicles,420,"42000,00%"
Denmark,Historical,EV sales,Buses,BEV,2011,Vehicles,1,"100,00%"
Denmark,Historical,EV stock,Buses,BEV,2011,Vehicles,1,"100,00%"
Denmark,Historical,EV sales,Cars,PHEV,2011,Vehicles,2,"200,00%"
Denmark,Historical,EV stock,Trucks,BEV,2011,Vehicles,10,"1000,00%"
Denmark,Historical,EV stock share,Vans,EV,2011,percent,6.800.000.090.152,"680000009015200,00%"
Denmark,Historical,EV sales share,Vans,EV,2011,percent,97.000.002.861.023,"9700000286102300,00%"
Denmark,Historical,EV stock share,Buses,EV,2011,percent,10.999.999.940.395,"1099999994039500,00%"
Denmark,Historical,EV sales share,Buses,EV,2011,percent,119.999.997.317.791,"11999999731779100,00%"
Denmark,Historical,EV stock share,Trucks,EV,2011,percent,23.000.000.044.704,"2300000004470400,00%"
Denmark,Historical,EV stock share,Cars,EV,2011,percent,23.000.000.044.704,"2300000004470400,00%"
Denmark,Historical,EV sales share,Cars,EV,2011,percent,0.25,0.25
EU27,Historical,EV stock,Trucks,BEV,2011,Vehicles,110,"11000,00%"
EU27,Historical,EV sales,Trucks,BEV,2011,Vehicles,11,"1100,00%"
EU27,Historical,EV stock,Cars,PHEV,2011,Vehicles,430,"43000,00%"
EU27,Historical,EV stock share,Cars,EV,2011,percent,6.099.999.882.281,"609999988228100,00%"
EU27,Historical,EV sales share,Cars,EV,2011,percent,64.999.997.615.814,"6499999761581400,00%"
EU27,Historical,EV stock share,Vans,EV,2011,percent,20.999.999.716.878,"2099999971687800,00%"
EU27,Historical,EV sales share,Vans,EV,2011,percent,170.000.001.788.139,"17000000178813900,00%"
EU27,Historical,EV stock share,Buses,EV,2011,percent,300.000.011.920.929,"30000001192092900,00%"
EU27,Historical,EV charging points,EV,Publicly available slow,2011,charging points,1500,"150000,00%"
EU27,Historical,EV stock,Vans,FCEV,2011,Vehicles,2,"200,00%"
EU27,Historical,EV stock,Vans,BEV,2011,Vehicles,5100,"510000,00%"
EU27,Historical,EV sales,Vans,BEV,2011,Vehicles,2200,"220000,00%"
EU27,Historical,EV stock,Buses,BEV,2011,Vehicles,1900,"190000,00%"
EU27,Historical,EV sales,Buses,BEV,2011,Vehicles,36,"3600,00%"
EU27,Historical,EV charging points,EV,Publicly available fast,2011,charging points,609.999.990.463.257,"60999999046325700,00%"
EU27,Historical,EV stock share,Trucks,EV,2011,percent,2.400.000.113.994,"240000011399400,00%"
EU27,Historical,EV sales share,Trucks,EV,2011,percent,400.000.018.999,"40000001899900,00%"
EU27,Historical,EV sales,Cars,PHEV,2011,Vehicles,360,"36000,00%"
EU27,Historical,EV stock,Cars,FCEV,2011,Vehicles,58,"5800,00%"
EU27,Historical,EV sales,Cars,FCEV,2011,Vehicles,38,"3800,00%"
EU27,Historical,EV stock,Cars,BEV,2011,Vehicles,12000,"1200000,00%"
EU27,Historical,EV sales,Cars,BEV,2011,Vehicles,7100,"710000,00%"
EU27,Historical,EV sales share,Buses,EV,2011,percent,109.999.999.403.954,"10999999940395400,00%"
EU27,Historical,EV stock,Vans,PHEV,2011,Vehicles,260,"26000,00%"
Europe,Historical,Oil displacement Mbd,Buses,EV,2011,Milion barrels per day,"9,80E+08","97999996796,72%"
Europe,Historical,Oil displacement Mbd,Trucks,EV,2011,Milion barrels per day,"1,80E+09","180000006366,75%"
Europe,Historical,Oil displacement Mbd,Vans,EV,2011,Milion barrels per day,260.000.000.708,"26000000070800,00%"
Europe,Historical,Oil displacement Mbd,Cars,EV,2011,Milion barrels per day,319.999.991.916,"31999999191600,00%"
Europe,Historical,"Oil displacement, million lge",Buses,EV,2011,"Oil displacement, million lge",569.999.980.926.514,"56999998092651400,00%"
Europe,Historical,"Oil displacement, million lge",Trucks,EV,2011,"Oil displacement, million lge",1,"100,00%"
Europe,Historical,"Oil displacement, million lge",Vans,EV,2011,"Oil displacement, million lge",15,"1500,00%"
Europe,Historical,"Oil displacement, million lge",Cars,EV,2011,"Oil displacement, million lge",18,"1800,00%"
Europe,Historical,Electricity demand,Buses,EV,2011,GWh,180,"18000,00%"
Europe,Historical,Electricity demand,Trucks,EV,2011,GWh,6.5,"4541800,00%"
Europe,Historical,Electricity demand,Vans,EV,2011,GWh,79,"7900,00%"
Europe,Historical,Electricity demand,Cars,EV,2011,GWh,460,"46000,00%"
Europe,Historical,EV sales share,Trucks,EV,2011,percent,3.500.000.108.033,"350000010803300,00%"
Europe,Historical,EV stock share,Trucks,EV,2011,percent,14.000.000.432.134,"1400000043213400,00%"
Europe,Historical,EV charging points,EV,Publicly available slow,2011,charging points,6100,"610000,00%"
Europe,Historical,EV charging points,EV,Publicly available fast,2011,charging points,24,"2400,00%"
Europe,Historical,EV stock share,Cars,EV,2011,percent,789.999.961.853,"78999996185300,00%"
Europe,Historical,EV sales share,Cars,EV,2011,percent,74.000.000.953.674,"7400000095367400,00%"
Europe,Historical,EV sales share,Buses,EV,2011,percent,50.000.000.745.058,"5000000074505800,00%"
Europe,Historical,EV stock share,Buses,EV,2011,percent,449.999.988.079.071,"44999998807907100,00%"
Europe,Historical,EV stock share,Vans,EV,2011,percent,28.000.000.864.267,"2800000086426700,00%"
Europe,Historical,EV sales share,Vans,EV,2011,percent,129.999.995.231.628,"12999999523162800,00%"
Europe,Historical,EV stock,Trucks,BEV,2011,Vehicles,970,"97000,00%"
Europe,Historical,EV sales,Trucks,BEV,2011,Vehicles,18,"1800,00%"
Europe,Historical,EV stock,Cars,PHEV,2011,Vehicles,510,"51000,00%"
Europe,Historical,EV sales,Cars,PHEV,2011,Vehicles,410,"41000,00%"
Europe,Historical,EV stock,Cars,FCEV,2011,Vehicles,78,"7800,00%"
Europe,Historical,EV sales,Cars,FCEV,2011,Vehicles,38,"3800,00%"
Europe,Historical,EV stock,Cars,BEV,2011,Vehicles,20000,"2000000,00%"
Europe,Historical,EV sales,Cars,BEV,2011,Vehicles,11000,"1100000,00%"
Europe,Historical,EV stock,Vans,PHEV,2011,Vehicles,260,"26000,00%"
Europe,Historical,EV stock,Vans,FCEV,2011,Vehicles,6,"600,00%"
Europe,Historical,EV stock,Vans,BEV,2011,Vehicles,8700,"870000,00%"
Europe,Historical,EV sales,Vans,BEV,2011,Vehicles,2500,"250000,00%"
Europe,Historical,EV stock,Buses,BEV,2011,Vehicles,6400,"640000,00%"
Europe,Historical,EV sales,Buses,BEV,2011,Vehicles,38,"3800,00%"
Finland,Historical,EV stock share,Cars,EV,2011,percent,2.000.000.094.995,"200000009499500,00%"
Finland,Historical,EV sales share,Cars,EV,2011,percent,25.000.000.372.529,"2500000037252900,00%"
Finland,Historical,EV sales,Cars,BEV,2011,Vehicles,30,"3000,00%"
Finland,Historical,EV stock,Cars,BEV,2011,Vehicles,56,"5600,00%"
France,Historical,EV sales share,Trucks,EV,2011,percent,17.000.000.923.872,"1700000092387200,00%"
France,Historical,EV stock share,Trucks,EV,2011,percent,12.000.000.104.308,"1200000010430800,00%"
France,Historical,EV stock share,Cars,EV,2011,percent,9.300.000.034.273,"930000003427300,00%"
France,Historical,EV sales share,Cars,EV,2011,percent,119.999.997.317.791,"11999999731779100,00%"
France,Historical,EV sales,Vans,BEV,2011,Vehicles,1700,"170000,00%"
France,Historical,EV stock,Vans,BEV,2011,Vehicles,3200,"320000,00%"
France,Historical,EV stock share,Vans,EV,2011,percent,59.000.000.357.628,"5900000035762800,00%"
France,Historical,EV sales share,Vans,EV,2011,percent,389.999.985.694.885,"38999998569488500,00%"
France,Historical,EV stock share,Buses,EV,2011,percent,68.999.998.271.465,"6899999827146500,00%"
France,Historical,EV sales share,Buses,EV,2011,percent,330.000.013.113.022,"33000001311302200,00%"
France,Historical,EV sales,Cars,PHEV,2011,Vehicles,56,"5600,00%"
France,Historical,EV stock,Cars,BEV,2011,Vehicles,2900,"290000,00%"
France,Historical,EV sales,Cars,BEV,2011,Vehicles,2600,"260000,00%"
France,Historical,EV stock,Vans,PHEV,2011,Vehicles,260,"26000,00%"
France,Historical,EV stock,Trucks,BEV,2011,Vehicles,65,"6500,00%"
France,Historical,EV sales,Trucks,BEV,2011,Vehicles,8,"800,00%"
France,Historical,EV stock,Cars,PHEV,2011,Vehicles,96,"9600,00%"
France,Historical,EV stock,Buses,BEV,2011,Vehicles,64,"6400,00%"
France,Historical,EV sales,Buses,BEV,2011,Vehicles,21,"2100,00%"
Germany,Historical,EV stock share,Cars,EV,2011,percent,4.399.999.976.158,"439999997615800,00%"
Germany,Historical,EV sales share,Cars,EV,2011,percent,52.000.001.072.884,"5200000107288400,00%"
Germany,Historical,EV stock share,Vans,EV,2011,percent,24.000.000.208.616,"2400000020861600,00%"
Germany,Historical,EV sales,Cars,FCEV,2011,Vehicles,38,"3800,00%"
Germany,Historical,EV stock,Cars,BEV,2011,Vehicles,1600,"160000,00%"
Germany,Historical,EV sales,Cars,BEV,2011,Vehicles,1400,"140000,00%"
Germany,Historical,EV stock,Cars,PHEV,2011,Vehicles,240,"24000,00%"
Germany,Historical,EV sales share,Vans,EV,2011,percent,119.999.997.317.791,"11999999731779100,00%"
Germany,Historical,EV stock,Cars,FCEV,2011,Vehicles,57,"5700,00%"
Germany,Historical,EV sales,Cars,PHEV,2011,Vehicles,240,"24000,00%"
Germany,Historical,EV stock,Vans,FCEV,2011,Vehicles,2,"200,00%"
Germany,Historical,EV stock,Vans,BEV,2011,Vehicles,500,"50000,00%"
Germany,Historical,EV sales,Vans,BEV,2011,Vehicles,280,"28000,00%"
Iceland,Historical,EV stock share,Cars,EV,2011,percent,6.699.999.794.364,"669999979436400,00%"
Iceland,Historical,EV stock,Cars,FCEV,2011,Vehicles,20,"2000,00%"
Iceland,Historical,EV stock,Cars,BEV,2011,Vehicles,14,"1400,00%"
India,Historical,Oil displacement Mbd,Cars,EV,2011,Milion barrels per day,"4,50E+09","450000006821,94%"
India,Historical,"Oil displacement, million lge",Cars,EV,2011,"Oil displacement, million lge",259.999.990.463.257,"25999999046325700,00%"
India,Historical,EV stock share,Cars,EV,2011,percent,6.699.999.794.364,"669999979436400,00%"
India,Historical,EV sales share,Cars,EV,2011,percent,56.000.001.728.535,"5600000172853500,00%"
India,Historical,EV stock,Cars,BEV,2011,Vehicles,1300,"130000,00%"
India,Historical,EV sales,Cars,BEV,2011,Vehicles,1400,"140000,00%"
Israel,Historical,EV stock share,Cars,EV,2011,percent,4.300.000.146.031,"430000014603100,00%"
Israel,Historical,EV sales share,Cars,EV,2011,percent,1.300.000.003.539,"130000000353900,00%"
Israel,Historical,EV stock,Cars,BEV,2011,Vehicles,85,"8500,00%"
Israel,Historical,EV sales,Cars,BEV,2011,Vehicles,3,"300,00%"
Italy,Historical,EV stock share,Cars,EV,2011,percent,2.000.000.094.995,"200000009499500,00%"
Italy,Historical,EV sales share,Cars,EV,2011,percent,650.000.013.411,"65000001341100,00%"
Italy,Historical,EV stock share,Vans,EV,2011,percent,23.000.000.044.704,"2300000004470400,00%"
Italy,Historical,EV sales share,Vans,EV,2011,percent,489.999.987.185,"48999998718500,00%"
Italy,Historical,EV stock,Cars,BEV,2011,Vehicles,760,"76000,00%"
Italy,Historical,EV sales,Cars,BEV,2011,Vehicles,110,"11000,00%"
Italy,Historical,EV stock,Vans,BEV,2011,Vehicles,910,"91000,00%"
Italy,Historical,EV sales,Vans,BEV,2011,Vehicles,84,"8400,00%"
Japan,Historical,EV sales,Cars,BEV,2011,Vehicles,13000,"1300000,00%"
Japan,Historical,EV stock,Vans,BEV,2011,Vehicles,850,"85000,00%"
Japan,Historical,EV stock,Cars,BEV,2011,Vehicles,16000,"1600000,00%"
Japan,Historical,EV sales,Cars,PHEV,2011,Vehicles,15,"1500,00%"
Japan,Historical,EV stock,Cars,PHEV,2011,Vehicles,15,"1500,00%"
Japan,Historical,EV charging points,EV,Publicly available fast,2011,charging points,800,"80000,00%"
Japan,Historical,EV stock share,Cars,EV,2011,percent,28.000.000.864.267,"2800000086426700,00%"
Japan,Historical,EV sales share,Cars,EV,2011,percent,28.999.999.165.535,"2899999916553500,00%"
Japan,Historical,EV sales share,Vans,EV,2011,percent,150.000.005.960.464,"15000000596046400,00%"
Japan,Historical,EV stock share,Vans,EV,2011,percent,6.099.999.882.281,"609999988228100,00%"
Japan,Historical,EV sales share,Buses,EV,2011,percent,18.999.999.389.052,"1899999938905200,00%"
Japan,Historical,EV stock share,Buses,EV,2011,percent,89.000.002.481,"8900000248100,00%"
Japan,Historical,EV sales,Buses,BEV,2011,Vehicles,2,"200,00%"
Japan,Historical,EV stock,Buses,BEV,2011,Vehicles,2,"200,00%"
Japan,Historical,EV sales,Vans,BEV,2011,Vehicles,850,"85000,00%"
Korea,Historical,EV sales share,Cars,EV,2011,percent,23.000.000.044.704,"2300000004470400,00%"
Korea,Historical,EV stock share,Cars,EV,2011,percent,2.199.999.988.079,"219999998807900,00%"
Korea,Historical,EV stock share,Buses,EV,2011,percent,1.700.000.022.538,"170000002253800,00%"
Korea,Historical,EV sales share,Buses,EV,2011,percent,5.400.000.140.071,"540000014007100,00%"
Korea,Historical,EV stock,Cars,BEV,2011,Vehicles,340,"34000,00%"
Korea,Historical,EV sales,Cars,BEV,2011,Vehicles,270,"27000,00%"
Korea,Historical,EV sales,Buses,BEV,2011,Vehicles,4,"400,00%"
Korea,Historical,EV stock,Buses,BEV,2011,Vehicles,9,"900,00%"
Mexico,Historical,EV sales,Cars,BEV,2011,Vehicles,3,"300,00%"
Mexico,Historical,EV stock,Cars,BEV,2011,Vehicles,3,"300,00%"
Mexico,Historical,EV sales share,Cars,EV,2011,percent,260.000.000.708,"26000000070800,00%"
Mexico,Historical,EV stock share,Cars,EV,2011,percent,"1,50E+09","149999996210,68%"
Netherlands,Historical,EV stock,Vans,BEV,2011,Vehicles,160,"16000,00%"
Netherlands,Historical,EV stock,Buses,BEV,2011,Vehicles,22,"2200,00%"
Netherlands,Historical,EV sales,Vans,BEV,2011,Vehicles,72,"7200,00%"
Netherlands,Historical,EV stock,Cars,BEV,2011,Vehicles,1100,"110000,00%"
Netherlands,Historical,EV sales,Cars,BEV,2011,Vehicles,860,"86000,00%"
Netherlands,Historical,EV charging points,EV,Publicly available slow,2011,charging points,400,"40000,00%"
Netherlands,Historical,EV stock,Trucks,BEV,2011,Vehicles,29,"2900,00%"
